요양기관명,종별코드명,시도코드명,시군구코드명,주소,개설일자
현미경치과의원,치과의원,서울,강남구,"서울특별시 강남구 선릉로 32, 영동농협개포지소 2층 202호 (개포동)",2022-10-27
현백한의원,한의원,서울,성북구,"서울특별시 성북구 도봉로 3, 2층 (길음동)",2020-06-17
현부부치과의원,치과의원,서울,은평구,"서울특별시 은평구 진흥로 103, (역촌동)",1995-07-05
현산부인과의원,의원,서울,서초구,"서울특별시 서초구 방배로 127, 3층 (방배동)",2012-09-25
현산부인과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 죽전로 52, (보정동, 훼미리프라자)",2016-01-06
현성의원,의원,서울,동작구,"서울특별시 동작구 매봉로 182, 6층 (본동)",2009-04-20
현안과의원,의원,서울,중랑구,"서울특별시 중랑구 용마산로 502, (망우동)",1998-02-21
현엠앤엠소아청소년과의원,의원,서울,중랑구,"서울특별시 중랑구 신내로 82, 403호 (신내동, 금강프라자)",1996-10-07
현의원,의원,서울,강북구,"서울특별시 강북구 삼양로 623, 2층 (우이동)",1999-08-10
현이비인후과의원,의원,서울,강서구,"서울특별시 강서구 강서로 251, 4층 (내발산동)",1991-12-26
현재만치과의원,치과의원,서울,양천구,"서울특별시 양천구 목동동로 233-1, (목동, 드림타워)",1997-10-20
현재한의원,한의원,서울,광진구,"서울특별시 광진구 자양로 281, 3층 (구의동)",2009-02-06
현정신건강의학과의원,의원,서울,양천구,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 414,415호 (목동)",2019-10-10
현정신과의원,의원,서울,강동구,"서울특별시 강동구 천호대로 1006, (성내동, 브라운스톤천호)",2002-02-18
현정신과의원,의원,서울,강남구,"서울특별시 강남구 선릉로 431, 505호 (역삼동, 에스케이허브오피스텔)",2009-06-04
현진해내과의원,의원,서울,서초구,"서울특별시 서초구 효령로 334, 지하1층,2,3,4층 (서초동, 현빌딩)",2006-03-10
현치과의원,치과의원,서울,구로구,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 2층 (구로동)",1992-12-30
현치과의원,치과의원,서울,금천구,"서울특별시 금천구 독산로 176, 2층 (독산동)",1999-10-23
현치과의원,치과의원,서울,관악구,"서울특별시 관악구 호암로 602, (신림동)",1994-09-07
현치과의원,치과의원,서울,노원구,"서울특별시 노원구 공릉로 187, 2층 (공릉동)",2001-05-08
현치과의원,치과의원,경기,용인수지구,"경기도 용인시 수지구 신봉1로 165, 동광프라자 2층 203,204호 (신봉동)",2023-04-27
현치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 예현로 45, (서천동,천일플라자201호)",2010-10-29
현탑안과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 죽전로 2, (보정동, 현타워)",2009-11-05
현한의원,한의원,서울,서대문구,"서울특별시 서대문구 신촌로 87-8, 2층 (창천동)",2003-09-23
현한의원,한의원,경기,용인기흥구,"경기도 용인시 기흥구 구성3로28번길 16, 우성프라자 2층 201호 (청덕동)",2024-10-17
현함한의원,한의원,서울,동작구,"서울특별시 동작구 장승배기로 4, (상도동)",1994-12-16
현희정형외과의원,의원,서울,관악구,"서울특별시 관악구 난곡로 200, B1~4층 (신림동)",1999-03-22
협동의원,의원,서울,구로구,"서울특별시 구로구 구로동로 35, (가리봉동)",1979-05-24
협성재활의학과의원,의원,서울,영등포구,"서울특별시 영등포구 선유로 104, (양평동1가)",2009-04-28
협성한의원,한의원,서울,영등포구,"서울특별시 영등포구 선유로 104, (양평동1가)",1993-02-02
형강한의원,한의원,서울,강동구,"서울특별시 강동구 양재대로89길 27, 2층 (성내동)",2022-06-10
형운준소아청소년과의원,의원,서울,동작구,"서울특별시 동작구 장승배기로 119, 2층 (노량진동)",1994-02-03
형이비인후과의원,의원,서울,관악구,"서울특별시 관악구 봉천로 616, 3층 (봉천동)",2003-04-10
형인재한의원,한의원,서울,강남구,"서울특별시 강남구 역삼로1길 20, 2층,3층 (역삼동)",2024-06-05
형제치과의원,치과의원,서울,양천구,"서울특별시 양천구 신월로 170, (신월동)",1997-10-31
형제한의원,한의원,서울,성북구,"서울특별시 성북구 아리랑로 117, 지상2층 (정릉동)",1997-07-11
형치과의원,치과의원,서울,성동구,"서울특별시 성동구 무학로 44, (하왕십리동)",1998-05-09
혜광의원,의원,서울,용산구,"서울특별시 용산구 회나무로6길 5, (이태원동, 혜광의원)",1976-08-02
혜담소아청소년과의원,의원,서울,양천구,"서울특별시 양천구 목동서로 67, 3층 (목동, 우성에펠타운)",2013-07-19
혜담한의원,한의원,서울,성동구,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 지하2층 207호 (옥수동)",2013-04-08
혜담한의원,한의원,서울,종로구,"서울특별시 종로구 혜화로 11, (명륜1가)",2016-09-05
혜당한방병원,한방병원,서울,마포구,"서울특별시 마포구 독막로 32, A동 지1,123457층 (합정동)",1995-01-19
혜림소아청소년과의원,의원,서울,중랑구,"서울특별시 중랑구 면목로 415, (면목동)",1991-02-13
혜명한의원,한의원,서울,강남구,"서울특별시 강남구 도산대로 513, 양원빌딩 6층 1호 (청담동)",2002-11-11
혜문한의원,한의원,서울,성북구,"서울특별시 성북구 창경궁로35길 95, (성북동1가)",2003-08-21
혜민병원,종합병원,서울,광진구,"서울특별시 광진구 자양로 85, (자양동)",1985-11-13
혜민서한의원,한의원,서울,강북구,"서울특별시 강북구 도봉로67길 21, (미아동, 길약국)",2002-08-29
혜민서한의원,한의원,서울,송파구,"서울특별시 송파구 동남로 217, 2층 (가락동)",2006-09-27
혜민소아청소년과의원,의원,서울,강동구,"서울특별시 강동구 올림픽로 774, 2층 3호 (암사동)",1997-03-03
혜민안과병원,병원,서울,송파구,"서울특별시 송파구 중대로 122, (가락동)",2016-12-22
혜민치과의원,치과의원,서울,광진구,"서울특별시 광진구 아차산로 370, 2층 (자양동)",1988-02-29
혜민한의원,한의원,서울,강남구,"서울특별시 강남구 개포로17길 6, 2층 (개포동)",2005-12-13
혜성내과의원,의원,서울,강동구,"서울특별시 강동구 천호대로157길 6, (천호동)",1985-09-25
혜성민가족의원,의원,서울,노원구,"서울특별시 노원구 노원로 330, 롯데마트 3층 (중계동)",2024-01-25
혜성플러스의원,의원,서울,동대문구,"서울특별시 동대문구 장한로 14, 1,2,3층 (장안동)",1999-01-13
혜성한의원,한의원,서울,성동구,"서울특별시 성동구 독서당로 302, 2층 (금호동4가)",2001-04-06
혜안서울안과의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 528, 슈페리어타워 4,9층 (대치동)",2019-11-15
혜암한의원,한의원,서울,양천구,"서울특별시 양천구 오목로 205, (신정동)",2003-04-21
혜원당한의원,한의원,서울,종로구,"서울특별시 종로구 종로41길 20, 2층 (종로6가)",2015-12-07
혜원한의원,한의원,서울,강동구,"서울특별시 강동구 올림픽로 572, 2층 205호 (성내동, 코오롱 2차아파트)",2003-05-15
혜윤산부인과의원,의원,서울,동작구,"서울특별시 동작구 현충로 75, 원불교100년기념관 및 역사문화기념관 4층 1호 (흑석동)",2002-08-01
혜인당한의원,한의원,서울,동대문구,"서울특별시 동대문구 답십리로 140, 4층 407호 (답십리동, 세기프라자)",2017-05-31
혜정산부인과의원,의원,서울,도봉구,"서울특별시 도봉구 도봉로 677, 202호 (방학동, 우리들메디빌딩)",1999-05-01
혜정치과의원,치과의원,서울,관악구,"서울특별시 관악구 남부순환로 1741, (봉천동)",1977-09-29
혜준한의원,한의원,서울,관악구,"서울특별시 관악구 양녕로 62, 201,202호 (봉천동, 현대팰리스)",1990-02-15
혜화가정의원,의원,서울,종로구,"서울특별시 종로구 성균관로 34, 혜화가정의원 2층 (명륜1가)",1998-04-23
혜화당한의원,한의원,서울,중구,"서울특별시 중구 충무로 56, 2층 (을지로3가)",1986-04-08
혜화수치과의원,치과의원,서울,종로구,"서울특별시 종로구 창경궁로 271-1, 3층 (혜화동)",2000-04-21
혜화영상의학과의원,의원,서울,종로구,"서울특별시 종로구 창경궁로 233, (명륜4가, 혜화진단방사선과의원)",1991-05-15
혜화치과의원,치과의원,서울,금천구,"서울특별시 금천구 남부순환로 1432, (독산동)",1988-10-12
혜화편한의원,한의원,서울,종로구,"서울특별시 종로구 창경궁로34길 26, 정화빌딩 (명륜2가)",2021-08-04
혜화한의원,한의원,서울,양천구,"서울특별시 양천구 목동로25길 2, (신정동)",1993-08-24
혜화한의원,한의원,서울,서대문구,"서울특별시 서대문구 신촌로 61, 7층 (창천동)",2010-01-28
호21C치과의원,치과의원,서울,노원구,"서울특별시 노원구 동일로 1308, (중계동)",2005-07-01
호감한의원,한의원,서울,마포구,"서울특별시 마포구 백범로 95, 다나빌딩 2층 (대흥동)",2018-10-23
호강한의원,한의원,서울,강서구,"서울특별시 강서구 강서로 360, 302호 (내발산동, 솔레드림빌딩)",2007-06-07
호경정형외과의원,의원,서울,동대문구,"서울특별시 동대문구 천호대로 291, (답십리동)",1999-07-07
호기내과의원,의원,서울,중구,"서울특별시 중구 명동길 56, 5층 (명동2가)",2023-09-08
호기영치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 면목로 478-1, (상봉동)",2002-05-31
호내과의원,의원,서울,관악구,"서울특별시 관악구 관악로 217, 5층 (봉천동, 동진빌딩)",2006-04-10
호담재한의원,한의원,서울,강북구,"서울특별시 강북구 도봉로 247-1, 3층 (미아동)",2013-12-16
호담치과의원,치과의원,서울,구로구,"서울특별시 구로구 구로동로26길 36, 2층 201호 (구로동)",2024-05-14
호담한의원,한의원,서울,은평구,"서울특별시 은평구 진관2로 12, 204호 (진관동, 메이플카운터2차)",2015-06-09
호두치과의원,치과의원,서울,강서구,"서울특별시 강서구 가로공원로 187, (화곡동)",1997-04-08
호랑이신경외과의원,의원,서울,성북구,"서울특별시 성북구 종암로 129, 3층 302호 (종암동)",2024-03-18
호랑이안과의원,의원,서울,양천구,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 3층 301~308,312~317호 (목동)",2022-08-29
호랑이이비인후과의원,의원,서울,중구,"서울특별시 중구 동호로 171, 2층 202호 (신당동)",2024-12-26
호림치과의원,치과의원,서울,성동구,"서울특별시 성동구 금호로 151, (금호동2가)",1998-06-03
호림한의원,한의원,경기,용인처인구,"경기도 용인시 처인구 명지로 21, 202호 (역북동)",2013-05-23
호명한의원,한의원,서울,서초구,"서울특별시 서초구 반포대로 93, 해은빌딩 4층 (서초동)",2022-01-04
호산나치과의원,치과의원,서울,동작구,"서울특별시 동작구 상도로 242, 4층 (상도동)",2011-12-07
호산여성병원,병원,서울,강남구,"서울특별시 강남구 언주로 871, 호산병원 (신사동)",1999-05-26
호산여성의원,의원,서울,강남구,"서울특별시 강남구 언주로 871, 호산병원,3층일부 A동 101호 (신사동)",2011-09-01
호산의원,의원,서울,강남구,"서울특별시 강남구 언주로 871, 호산병원, 지하1층 일부, 4층 A동 (신사동)",1989-12-09
호산의원,의원,서울,구로구,"서울특별시 구로구 구로동로 215-1, 2층 (구로동)",1990-08-21
호산치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 사가정로 399, 3층 (면목동, 동부빌딩)",1992-02-19
호수내과의원,의원,서울,송파구,"서울특별시 송파구 송파대로 438, 녹십초빌딩 2,3층 (송파동)",2020-04-10
호수빈한의원,한의원,서울,노원구,"서울특별시 노원구 동일로 1665, 301호 (상계동, 대은빌딩)",2006-09-25
호수의원,의원,서울,용산구,"서울특별시 용산구 독서당로 85, 3층 (한남동)",2015-09-30
호수한의원,한의원,서울,금천구,"서울특별시 금천구 금하로 763, (시흥동, 벽산아파트 중심상가 309~310)",2003-08-20
호안의원,의원,서울,용산구,"서울특별시 용산구 독서당로 78, 고은빌딩 2~4층 (한남동)",2025-03-04
호움산부인과의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로 110, 2층 (서초동, 서초동롯데캐슬메디치)",2010-10-04
호이재한의원,한의원,서울,서초구,"서울특별시 서초구 서래로 48, 2층 (반포동)",2025-09-05
호정한의원,한의원,서울,관악구,"서울특별시 관악구 신원로 21, 2층 (신림동)",1989-09-30
호치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 겸재로 180, 3층 (면목동)",1979-05-21
호현치과의원,치과의원,서울,중구,"서울특별시 중구 다산로 222, 2층 (신당동)",1995-05-16
호호소아청소년과의원,의원,경기,용인수지구,"경기도 용인시 수지구 만현로 110, A동 405호 (상현동, 원희캐슬프라자)",2008-05-06
호호안과의원,의원,서울,동작구,"서울특별시 동작구 보라매로 113, 2층 201,202호 (대방동, 코스모빌딩)",2015-12-28
호호치과의원,치과의원,서울,구로구,"서울특별시 구로구 오리로 1149, (오류동)",2014-07-22
