요양기관명,종별코드명,시도코드명,시군구코드명,주소,개설일자
동묘대찬치과의원,치과의원,서울,종로구,"서울특별시 종로구 지봉로 43-0, 3층 (숭인동)",2016-03-18
동묘더튼튼의원,의원,서울,종로구,"서울특별시 종로구 종로 335, 원풍빌딩 2층 201호, 3층 302호 (창신동)",2021-01-27
동묘뜰 정신건강의학과의원,의원,서울,종로구,"서울특별시 종로구 종로 344, 301호 (숭인동, 종로대우디오빌)",2022-10-13
동묘백세치과의원,치과의원,서울,종로구,"서울특별시 종로구 종로 367, 우영빌딩 2층 (숭인동)",2004-12-16
동묘아산정형외과의원,의원,서울,종로구,"서울특별시 종로구 종로 346, 3,4층 (숭인동)",2025-03-12
동문치과의원,치과의원,서울,노원구,"서울특별시 노원구 상계로 320, (상계동, 불암빌딩)",1994-09-08
동민외과의원,의원,서울,서대문구,"서울특별시 서대문구 통일로 467, (홍제동)",1974-08-07
동민의원,의원,서울,용산구,"서울특별시 용산구 청파로 322, (청파동1가, 동민의원)",1967-10-18
동민허브치과의원,치과의원,서울,강남구,"서울특별시 강남구 강남대로 240, 양재SK허브프리모 (도곡동)",2006-06-07
동방경희한의원,한의원,서울,광진구,"서울특별시 광진구 아차산로 244, 3층 (자양동)",2005-08-10
동방진치과의원,치과의원,서울,중구,"서울특별시 중구 마장로9길 49, (황학동)",1987-09-05
동백경희한의원,한의원,경기,용인기흥구,"경기도 용인시 기흥구 동백7로 77, (동백동, 여광빌딩 301호)",2006-04-25
동백고려마취통증의학과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 273, 동백 훼미리프라자Ⅱ 305, 306호 (중동)",2024-05-27
동백굿모닝한의원,한의원,경기,용인기흥구,"경기도 용인시 기흥구 동백3로11번길 8-1, (중동, 제일프라자)",2011-04-12
동백내과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백5로 21-11, (중동, 훼미리프라자 502호)",2007-09-03
동백미즈산부인과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 283, (중동, 골드프라자 A동 7층)",2008-04-08
동백미즈한의원,한의원,서울,강남구,"서울특별시 강남구 도산대로12길 6, 3층 (논현동)",2023-09-18
동백삼성내과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 356, 2층 (동백동, 지우프라자)",2006-08-28
동백서울유치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 199, 에이스 프라자 203, 204, 205호 (중동)",2011-05-02
동백서울치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백7로 83, (동백동, 중앙프라자 3층)",2007-05-23
동백성루카병원,병원,경기,용인기흥구,"경기도 용인시 기흥구 동백죽전대로 315-29, (중동)",2020-05-01
동백센트럴치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 A동 401~403호 (중동)",2021-06-10
동백수이비인후과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백5로 17, (중동, 동백레이크시티플라자 404호)",2006-10-31
동백숲한의원,한의원,경기,용인기흥구,"경기도 용인시 기흥구 동백죽전대로527번길 98-2, (중동)",2013-09-30
동백에이스의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 언동로217번길 45-1, 202호 (중동)",2023-08-14
동백열린치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 352, 402호 (동백동, 신동백빌딩)",2006-06-21
동백요양병원,요양병원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 269, 동백벤포스타 5~9층 (중동)",2008-05-13
동백정형외과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 (중동)",2022-09-07
동백쥬니어치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백5로 21-11, 4층 409호 (중동, 동백 훼미리프라자 1)",2006-09-18
동백진치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 356, 4층 3호 (동백동, 지우프라자)",2006-11-22
동백탑치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백죽전대로 444, (중동, 쥬네브썬월드 403,404호)",2006-11-01
동백트리플에이치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백7로 73, (동백동, 경안빌딩)",2006-07-14
동백프라임치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 동백7로 77-0, (동백동, 여강)",2016-04-11
동백피부과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 358-19, 미래도프라자 405, 406호 (동백동)",2022-05-02
동백행복한산부인과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 C동 4층 404,405호 (중동)",2025-05-20
동보한의원,한의원,서울,강북구,"서울특별시 강북구 삼양로 453, (수유동)",1970-04-22
동부드림치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 망우로 505, 2층 (망우동)",2014-10-27
동부외과의원,의원,서울,중랑구,"서울특별시 중랑구 사가정로 404-6, 2,3층 (면목동)",1987-07-03
동부중앙의원,의원,서울,중랑구,"서울특별시 중랑구 동일로 909, 동부중앙의원 (묵동)",2000-06-02
동부참사랑요양병원,요양병원,서울,광진구,"서울특별시 광진구 동일로 154, (화양동)",2017-12-11
동부플란트치과의원,치과의원,서울,광진구,"서울특별시 광진구 광나루로 369, 2층 (군자동, 광진두산위브파크)",2019-09-20
동부한의원,한의원,서울,동대문구,"서울특별시 동대문구 천호대로 289, 2층 201호 (답십리동, 한일노벨리아)",2008-09-16
동부한일외과내과의원,의원,서울,도봉구,"서울특별시 도봉구 마들로 686, 2,3,4층 (도봉동)",1997-07-14
동산권중진한의원,한의원,서울,강남구,"서울특별시 강남구 남부순환로 2909, 여천빌딩 5층 502호 (대치동)",2005-03-16
동산내과의원,의원,서울,동대문구,"서울특별시 동대문구 천호대로 427-4, (장안동)",1983-10-05
동산치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 용마산로 435, (면목동)",1990-04-03
동산치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 수색로 20, (남가좌동)",1991-04-26
동산치과의원,치과의원,서울,노원구,"서울특별시 노원구 동일로 1078, 2층 (공릉동, 대경상운)",2001-05-18
동산한의원,한의원,서울,동작구,"서울특별시 동작구 국사봉길 25, (상도동)",1986-09-11
동산한의원,한의원,서울,서대문구,"서울특별시 서대문구 세검정로 17, (홍은동)",2014-12-08
동서가정의학과의원,의원,서울,강서구,"서울특별시 강서구 양천로57길 9-7, 6층 (가양동, 청계빌딩)",1999-05-24
동서당한의원,한의원,서울,동대문구,"서울특별시 동대문구 왕산로 123, 1층 (제기동)",2025-04-30
동서림한의원,한의원,서울,광진구,"서울특별시 광진구 구의로 6, 2층 (구의동)",2001-05-03
동서요양병원,요양병원,서울,성북구,"서울특별시 성북구 동소문로 306, (하월곡동)",2011-06-28
동서울정신건강의학과의원,의원,서울,광진구,"서울특별시 광진구 자양로 186-1, 1층 (구의동)",2014-10-01
동서울정형외과의원,의원,서울,광진구,"서울특별시 광진구 용마산로 2, (중곡동)",1984-04-26
동서울정형외과의원,의원,서울,동대문구,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 3층 (신설동)",2020-11-26
동서의원,의원,서울,은평구,"서울특별시 은평구 통일로 735-1, (대조동)",1984-12-19
동서의원,의원,경기,용인처인구,"경기도 용인시 처인구 이동면 경기동로687번길 5, 2층",2003-04-30
동서제일의원,의원,서울,강북구,"서울특별시 강북구 솔샘로 229-1, (미아동)",1996-03-05
동서치과의원,치과의원,서울,종로구,"서울특별시 종로구 동호로 403, 2층 (종로5가)",2020-06-25
동서통합의원,의원,서울,강북구,"서울특별시 강북구 한천로 1058, 2층 (수유동)",2002-04-22
동서통합한의원,한의원,서울,강북구,"서울특별시 강북구 한천로 1058, (수유동)",2009-07-10
동서한의원,한의원,서울,금천구,"서울특별시 금천구 독산로 140, (시흥동)",1985-04-24
동서한의원,한의원,서울,영등포구,"서울특별시 영등포구 도신로 120, 3층 (신길동, 신영빌딩)",2014-04-07
동선소아과의원,의원,서울,강남구,"서울특별시 강남구 양재대로55길 11, 2층 201(일부)호 (일원동)",2005-03-04
동성제일한의원,한의원,서울,성북구,"서울특별시 성북구 안암로 105, 지상1층 (안암동5가)",1995-05-22
동성한의원,한의원,서울,용산구,"서울특별시 용산구 후암로 64-1, (후암동)",1972-05-31
동성한의원,한의원,서울,종로구,"서울특별시 종로구 혜화로 14, (혜화동)",2000-06-15
동성한의원,한의원,서울,서대문구,"서울특별시 서대문구 영천시장길 68, (옥천동)",1999-05-27
동성한의원,한의원,서울,영등포구,"서울특별시 영등포구 도신로 90, 2층 (신길동, 서울크리닉빌딩)",2017-10-25
동승한의원,한의원,서울,중랑구,"서울특별시 중랑구 면목로 305, (면목동)",1988-04-14
동신비뇨기과의원,의원,서울,중랑구,"서울특별시 중랑구 망우로30길 3, 안산빌딩 301,302,303호 (상봉동)",2021-02-04
동신비뇨기과의원,의원,서울,서대문구,"서울특별시 서대문구 연희로 276, 2층 (홍은동)",2013-07-03
동신한의원,한의원,서울,구로구,"서울특별시 구로구 경인로 619-3, 상가동 2층 210호 (신도림동, 신도림3차푸르지오아파트)",1980-09-11
동신한의원,한의원,서울,강서구,"서울특별시 강서구 곰달래로 224, (화곡동)",1994-01-27
동신한의원,한의원,서울,관악구,"서울특별시 관악구 남부순환로233길 5, (봉천동)",1992-07-24
동신한의원,한의원,서울,광진구,"서울특별시 광진구 자양로 113, 301호 (자양동, 현대하이엘상가)",2005-07-05
동심소아청소년과의원,의원,서울,서초구,"서울특별시 서초구 서초대로 325, (서초동)",1991-03-05
동심정신건강의학과의원,의원,서울,성동구,"서울특별시 성동구 성수이로 113, 제강빌딩 6층 (성수동2가)",2020-04-17
동아의원,의원,서울,노원구,"서울특별시 노원구 동일로197길 21, 3층 (공릉동, 우성빌딩)",2014-09-26
동안미인의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 죽전로 39, (보정동, SJ타워)",2013-02-15
동안비전내과의원,의원,서울,동대문구,"서울특별시 동대문구 이문로 88, 2층 201, 202호 (이문동)",2017-11-15
동안성형외과의원,의원,서울,강북구,"서울특별시 강북구 도봉로 38, 2층 (미아동)",2025-04-02
동안센트럴의원,의원,서울,용산구,"서울특별시 용산구 한강대로 95, 203호 (한강로2가, 래미안용산 더 센트럴)",2024-12-31
동안중심의원,의원,서울,강남구,"서울특별시 강남구 압구정로48길 26, 지하1층, 지상1,2층 (신사동)",2018-07-17
동안피부과의원,의원,서울,구로구,"서울특별시 구로구 새말로 89, 태영빌딩 4층 (구로동)",2008-03-24
동양당한의원,한의원,서울,도봉구,"서울특별시 도봉구 도봉로 693, (방학동)",1995-01-04
동양당한의원,한의원,서울,은평구,"서울특별시 은평구 응암로 180, 2층 (응암동)",2008-11-25
동양정형외과의원,의원,서울,강남구,"서울특별시 강남구 논현로 310, 지하1층2호,지상1층102호 (역삼동)",1991-11-12
동양한의원,한의원,서울,동대문구,"서울특별시 동대문구 답십리로 146-2, (답십리동)",2009-04-01
동양한의원,한의원,서울,송파구,"서울특별시 송파구 석촌호수로 114, (잠실동)",1980-10-31
동양한의원,한의원,서울,동작구,"서울특별시 동작구 사당로20가길 38, 1층 (사당동)",1990-10-25
동양허브장생한의원,한의원,서울,서초구,"서울특별시 서초구 강남대로89길 10, 장생시니어타운 (반포동)",1983-05-31
동양허브한의원,한의원,서울,동대문구,"서울특별시 동대문구 약령중앙로6길 9-1, (제기동)",2011-06-03
동영한의원,한의원,서울,강동구,"서울특별시 강동구 천호대로 1200, 3층 (둔촌동)",1992-05-25
동영한의원,한의원,서울,동대문구,"서울특별시 동대문구 답십리로 289, 기륭빌딩 2층 (장안동)",2023-10-23
동우미앤미치과의원,치과의원,서울,성북구,"서울특별시 성북구 한천로76다길 43, 3층 (석관동, 모아빌딩)",2005-06-08
동원당한의원,한의원,서울,중랑구,"서울특별시 중랑구 면목로76길 4, 1,2층 (면목동)",2012-01-10
동원미즈한의원,한의원,서울,중구,"서울특별시 중구 퇴계로 120, 4층 (남산동1가)",2006-11-10
동원한의원,한의원,서울,성북구,"서울특별시 성북구 성북로2길 31, (동소문동1가)",1989-07-01
동원한의원,한의원,서울,중랑구,"서울특별시 중랑구 겸재로49길 18, 3층 (면목동)",2007-08-28
동의다올한의원,한의원,서울,서초구,"서울특별시 서초구 신반포로 313, 고암빌딩 2층 (잠원동)",2020-01-16
동의당한의원,한의원,서울,동대문구,"서울특별시 동대문구 휘경로 31, 2층 (이문동)",2000-11-01
동의명가한의원,한의원,서울,도봉구,"서울특별시 도봉구 도당로 40, 2층 (방학동)",2010-04-01
동의보감한의원,한의원,서울,강서구,"서울특별시 강서구 강서로18길 5, (화곡동)",1995-10-26
동의보감한의원,한의원,서울,노원구,"서울특별시 노원구 월계로45길 28, 2층 2호 (월계동)",2003-11-01
동의보감한의원,한의원,서울,송파구,"서울특별시 송파구 마천로 315, 306호 (마천동, 현대그린빌)",2018-02-27
동의보감한의원,한의원,서울,구로구,"서울특별시 구로구 개봉로20길 66, (개봉동)",2002-08-26
동의보감한의원,한의원,서울,서대문구,"서울특별시 서대문구 증가로20가길 87, 성산빌딩 2층 (북가좌동)",2014-08-19
동의보감한의원,한의원,서울,관악구,"서울특별시 관악구 신림로 326, 2층 (신림동)",2003-02-28
동의보감한의원,한의원,서울,마포구,"서울특별시 마포구 월드컵북로 224, 2층 206호 (성산동, 청화상가)",2000-04-15
동의보감한의원,한의원,서울,은평구,"서울특별시 은평구 은평로 23, (신사동)",1995-02-20
동의보감한의원,한의원,서울,도봉구,"서울특별시 도봉구 해등로 198, (쌍문동)",2003-04-01
동의본한의원,한의원,서울,서초구,"서울특별시 서초구 방배로 142, 석미빌딩 2층 (방배동)",2000-06-19
동의부부한의원,한의원,서울,강북구,"서울특별시 강북구 솔샘로 236, (미아동)",2017-06-19
동의생한의원,한의원,서울,동대문구,"서울특별시 동대문구 장한로 25, 3층 (장안동)",1991-10-24
동의한방 두앤목한의원,한의원,서울,강남구,"서울특별시 강남구 봉은사로 442, 1층 (삼성동)",2021-07-22
동의한의원,한의원,서울,양천구,"서울특별시 양천구 목동남로 46, (신정동)",1995-12-07
동의한의원,한의원,서울,광진구,"서울특별시 광진구 광나루로 521, 2층 (구의동)",2002-01-03
동의한의원,한의원,서울,구로구,"서울특별시 구로구 고척로 154, 2층 (고척동)",2000-01-12
동의한의원,한의원,서울,강동구,"서울특별시 강동구 고덕로 254, 이화빌딩 2층 (명일동)",2021-02-19
동인내과의원,의원,서울,동대문구,"서울특별시 동대문구 천호대로 307, 2층 201, 202호 (답십리동, 클래식타워)",2003-08-22
동인당한의원,한의원,서울,양천구,"서울특별시 양천구 신정중앙로23길 13-1, (신정동)",1986-03-09
동인당한의원,한의원,서울,송파구,"서울특별시 송파구 마천로41길 25, 1,2층 (마천동)",1991-10-30
동인당한의원,한의원,서울,금천구,"서울특별시 금천구 금하로 677, 2층 (시흥동)",2001-10-30
동인외과의원,의원,서울,금천구,"서울특별시 금천구 남부순환로 1290, (가산동)",1988-01-04
동인한의원,한의원,서울,동작구,"서울특별시 동작구 흑석로 110, 4층 (흑석동)",1995-06-10
동인한의원,한의원,서울,양천구,"서울특별시 양천구 신월로 164, 승일뷰티타워2 404호 (신월동)",2002-04-08
동인한의원,한의원,서울,강남구,"서울특별시 강남구 언주로30길 10, 현대비전21 304호 (도곡동)",2004-08-16
동인한의원,한의원,서울,강서구,"서울특별시 강서구 강서로16길 35, 2층 (화곡동, 신양빌딩)",2017-07-10
동일한의원,한의원,서울,성북구,"서울특별시 성북구 보문로 51, 자바빌딩 2층 (보문동7가)",2017-09-22
동작고려의원,의원,서울,동작구,"서울특별시 동작구 만양로 86, 신천지약국 2층 (노량진동)",2018-10-31
동작샘이비인후과의원,의원,서울,동작구,"서울특별시 동작구 상도로 206, 연세이비인후과의원 2층 (상도동)",2020-01-20
동작서울정형외과의원,의원,서울,동작구,"서울특별시 동작구 성대로2길 12, (상도동)",2004-04-26
동작성모이비인후과의원,의원,서울,동작구,"서울특별시 동작구 상도로 345, 2층 (상도동)",2020-02-21
동작에스엔재활의학과의원,의원,서울,동작구,"서울특별시 동작구 국사봉1길 32, 2층 (상도동)",2003-08-01
동작유외과의원,의원,서울,동작구,"서울특별시 동작구 상도로 60, 8층 (대방동)",2025-09-30
동작한의원,한의원,서울,동작구,"서울특별시 동작구 보라매로 110, 2층 (대방동)",2014-12-16
동제의원,의원,서울,성북구,"서울특별시 성북구 동소문로 109-3, (동선동4가)",1995-11-24
동제한의원,한의원,서울,광진구,"서울특별시 광진구 자양로 81, 1층 (자양동)",1969-06-11
동제한의원,한의원,서울,양천구,"서울특별시 양천구 등촌로 212, 1층 (목동)",1982-03-09
동제한의원,한의원,서울,마포구,"서울특별시 마포구 굴레방로 27, 301호 (아현동)",1997-06-03
동제한의원,한의원,서울,강서구,"서울특별시 강서구 화곡로 193, 성원빌딩 2층 (화곡동)",2019-06-20
동주치과의원,치과의원,서울,강동구,"서울특별시 강동구 천호대로170길 19, (성내동)",2005-08-22
동진가정의학과의원,의원,서울,구로구,"서울특별시 구로구 오리로 1297, 청파빌딩 2층 (궁동)",1989-07-20
동진외과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1355, (성내동)",1997-11-06
동진정형외과의원,의원,경기,용인처인구,"경기도 용인시 처인구 백옥대로 1108, (김량장동,,3호 5층)",2000-08-21
동진한의원,한의원,서울,양천구,"서울특별시 양천구 목동동로 224, (목동, 대원빌딩)",1990-10-19
동천뉴욕치과의원,치과의원,경기,용인수지구,"경기도 용인시 수지구 동천로 37, 2층 (동천동)",2006-12-22
동천마취통증의학과의원,의원,서울,중랑구,"서울특별시 중랑구 겸재로 201, 4층 (면목동, 봄작시티 201)",2023-02-02
동천센트럴치과의원,치과의원,경기,용인수지구,"경기도 용인시 수지구 고기로45번길 40, 213호 (동천동, 한화 포레나 수지동천)",2022-10-28
동천연세소아청소년과의원,의원,경기,용인수지구,"경기도 용인시 수지구 수풍로131번길 2, 303호 (동천동, 에덴파크)",2004-03-26
동천이안소아청소년과의원,의원,경기,용인수지구,"경기도 용인시 수지구 손곡로 100, 303호 (동천동,훼미리프라자)",2011-01-20
동천한의원,한의원,서울,동대문구,"서울특별시 동대문구 사가정로 207, 삼협메디스빌딩 4층 401호 (장안동)",2005-03-29
동춘당한의원,한의원,서울,은평구,"서울특별시 은평구 가좌로 213, (응암동)",1999-06-28
동침구과한의원,한의원,서울,강동구,"서울특별시 강동구 상암로 213, (명일동)",2008-03-07
동편부부한의원,한의원,서울,강남구,"서울특별시 강남구 논현로164길 11, 1층층 (신사동)",2023-07-30
동평한의원,한의원,서울,강동구,"서울특별시 강동구 양재대로 1637, (명일동)",1993-04-10
동평화치과의원,치과의원,서울,중구,"서울특별시 중구 마장로1가길 11-8, 2층 (신당동)",1997-06-13
동한한의원,한의원,경기,용인수지구,"경기도 용인시 수지구 풍덕천로 112, 301호 (풍덕천동, 하나프라자)",2007-03-29
동행치과의원,치과의원,서울,동작구,"서울특별시 동작구 상도로 88, 2층 (상도동)",2017-03-28
동행치과의원,치과의원,서울,마포구,"서울특별시 마포구 백범로 91, 3~4층 (대흥동)",2017-11-20
동행한의원,한의원,서울,광진구,"서울특별시 광진구 자양로15길 46, 1층 (자양동)",2011-06-16
동현한의원,한의원,서울,서초구,"서울특별시 서초구 강남대로 221, 양재역환승주차장 306호 (양재동)",2012-02-07
동혜한의원,한의원,서울,양천구,"서울특별시 양천구 목동서로 397, (신정동, 대림아크로빌)",2003-05-29
동호권가정의학과의원,의원,서울,동대문구,"서울특별시 동대문구 고산자로 534, 204호 (제기동)",2001-04-20
동호의원,의원,서울,성북구,"서울특별시 성북구 동소문로 3, 3층 (동소문동1가)",1991-02-08
동호의원,의원,서울,중구,"서울특별시 중구 동호로 177-1, (신당동)",1985-12-02
동호한의원,한의원,서울,강동구,"서울특별시 강동구 양재대로141길 8, 1층 (명일동)",2018-05-16
동화산부인과의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로 113, 영한빌딩 7층 (서초동)",2021-08-19
동화정신건강의학과의원,의원,서울,광진구,"서울특별시 광진구 능동로 385-1, (중곡동)",1984-08-04
동화한의원,한의원,서울,성동구,"서울특별시 성동구 왕십리광장로 10-1, 2층 (행당동)",1976-02-19
동화한의원,한의원,서울,광진구,"서울특별시 광진구 자양로15길 74, (자양동)",2002-04-18
두각경희한의원,한의원,서울,서초구,"서울특별시 서초구 효령로 403, 304,305호 (서초동)",2022-04-28
두근두근한의원,한의원,서울,강남구,"서울특별시 강남구 도곡로63길 12, 201~202호 (대치동, 신농플라자)",2016-03-17
두기한의원,한의원,서울,성북구,"서울특별시 성북구 동소문로 312, 지상2층 (하월곡동)",2008-05-02
두꺼비한의원,한의원,서울,송파구,"서울특별시 송파구 문정로 83, (문정동, 삼성래미안아프트 202호)",2012-04-02
두나한의원,한의원,서울,성동구,"서울특별시 성동구 아차산로 92, S TOWER 2층 201호, 203호 (성수동2가)",2022-03-28
두드림성형외과의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 115, 서림빌딩 2층 (역삼동)",2013-10-17
두드림신경과의원,의원,서울,서대문구,"서울특별시 서대문구 통일로 448, 7층 (홍제동)",2013-03-25
두루한의원,한의원,서울,동대문구,"서울특별시 동대문구 이문로35길 12, C동 213호 (이문동, 래미안라그란데아파트)",2025-02-25
두리원비뇨기과의원,의원,서울,종로구,"서울특별시 종로구 대학로 1, 3층 (종로5가)",2000-03-20
두리의원,의원,서울,성동구,"서울특별시 성동구 독서당로 276-1, (금호동4가)",1983-06-27
두리이비인후과의원,의원,서울,송파구,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 303호,304호 (신천동)",2009-03-31
두리이비인후과의원,의원,서울,강서구,"서울특별시 강서구 강서로 267, 5층 (내발산동, 송화플라자)",2010-02-19
두리이비인후과의원,의원,서울,서초구,"서울특별시 서초구 동작대로 132, 2층 (방배동, 안석빌딩)",2001-01-17
두리이비인후과의원,의원,서울,금천구,"서울특별시 금천구 시흥대로 403, 7층 (독산동)",2012-09-04
두리이비인후과의원,의원,서울,중구,"서울특별시 중구 을지로 100, 4층 401-1호 (을지로2가, 파인에비뉴)",2017-01-09
두리이비인후과의원,의원,서울,성동구,"서울특별시 성동구 아차산로 42, 정명빌딩 6층 (성수동1가)",2018-02-28
두리이비인후과의원,의원,서울,노원구,"서울특별시 노원구 동일로 1077, 스테이션빌 빌딩 3층 1호 (공릉동)",2020-07-14
두리이비인후과의원,의원,서울,은평구,"서울특별시 은평구 은평로 240, 녹번역힐스테이트에비뉴 상가동 B1층 B114~117호 (응암동)",2021-09-13
두리이비인후과의원,의원,서울,종로구,"서울특별시 종로구 통일로 134, 디타워(돈의문) 지하1층 101호 (평동)",2023-06-08
두리이비인후과의원,의원,서울,영등포구,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 6층 (여의도동)",2025-06-27
두리이비인후과의원,의원,경기,용인기흥구,"경기도 용인시 기흥구 흥덕중앙로 59, (영덕동, 용인흥덕노블레스흥덕노블레스)",2009-09-04
두리이비인후과의원,의원,경기,용인처인구,"경기도 용인시 처인구 명지로60번길 8-10, 광장프라자 3층 2호 (역북동)",2018-04-02
두리한의원,한의원,서울,관악구,"서울특별시 관악구 남부순환로 1715, 4층 (봉천동, 신우빌딩)",2002-06-25
두발로병원,병원,서울,강남구,"서울특별시 강남구 압구정로30길 45, 2~4층 (신사동)",2021-08-31
두배한의원,한의원,서울,광진구,"서울특별시 광진구 광나루로 361, (군자동, 동양파라곤 1단지 215호)",2009-02-26
두번째봄여성의원,의원,서울,강남구,"서울특별시 강남구 압구정로36길 8, 2층 (신사동)",2022-05-24
두보한의원,한의원,서울,송파구,"서울특별시 송파구 백제고분로 275, 4층 (석촌동)",2024-04-04
두산열린치과의원,치과의원,서울,관악구,"서울특별시 관악구 봉천로 391, 2층 (봉천동, 두산아파트상가)",1992-11-30
두산의원,의원,서울,성북구,"서울특별시 성북구 화랑로48길 16, 주상가동 지상3층 (석관동, 두산아파트)",1998-03-04
두산치과의원,치과의원,서울,동대문구,"서울특별시 동대문구 왕산로 81, 205호 (용두동)",2004-09-02
두서울치과의원,치과의원,서울,강남구,"서울특별시 강남구 테헤란로 514, 삼흥2빌딩 6층 (대치동)",2004-01-20
두얼의원,의원,서울,송파구,"서울특별시 송파구 마천로 35, 2층 (방이동)",2003-04-09
두영철내과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1629, (명일동)",2004-07-22
두오안과의원,의원,서울,은평구,"서울특별시 은평구 진관2로 29-21, 405호 (진관동, 드림스퀘어)",2014-04-14
두청한의원,한의원,서울,강남구,"서울특별시 강남구 강남대로 250, 심현빌딩 2층 (도곡동)",2024-01-18
두팔로정형외과의원,의원,서울,강서구,"서울특별시 강서구 마곡중앙8로 85, 파인스퀘어Ⅱ 4,5층 (마곡동)",2021-01-13
두한성형외과의원,의원,서울,강남구,"서울특별시 강남구 언주로 869, 5층 (신사동)",2006-12-18
둔전한의원,한의원,경기,용인처인구,"경기도 용인시 처인구 포곡읍 포곡로 108, 2층",2013-05-15
둔촌경희한의원,한의원,서울,강동구,"서울특별시 강동구  양재대로 1311, (성내동)",2001-03-17
둔촌드림마취통증의학과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 2001~2003, 2054호 (둔촌동)",2025-04-14
둔촌마음의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1365, 심포니타워 5층 503호 (성내동)",2019-01-07
둔촌봄날이비인후과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 2063-2068호 (둔촌동)",2025-03-24
둔촌삼성정형외과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 2086~2089호 (둔촌동)",2025-02-13
둔촌셀로디피부과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 3층 3081-3083호 (둔촌동)",2025-02-18
둔촌신경외과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1355, 오스카빌딩 2층 201호 (성내동)",2021-07-29
둔촌아산내과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1325, 둔촌메디컬센타 6층 601호 (성내동)",2024-03-26
둔촌연세이비인후과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 2100~2105호 (둔촌동)",2025-02-10
둔촌연세치과의원,치과의원,서울,강동구,"서울특별시 강동구 진황도로 170, (둔촌동)",1996-08-12
둔촌웰니스의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 4층 4001~4008호 (둔촌동)",2025-08-01
둥지조산원,조산원,서울,중구,"서울특별시 중구 서소문로 133, 2층 (서소문동)",2022-07-28
둥지한의원,한의원,서울,송파구,"서울특별시 송파구 거마로 60, 풍천빌딩 2층 (마천동)",2024-04-18
듀오피부과의원,의원,서울,성북구,"서울특별시 성북구 동소문로 106, 유타 6층 (동선동1가)",1985-03-19
듀이디의원,의원,서울,서초구,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 4층 (잠원동)",2025-01-10
드네의원,의원,서울,강남구,"서울특별시 강남구 논현로175길 58, 2층 (신사동)",2023-06-26
드라마성형외과의원,의원,서울,강남구,"서울특별시 강남구 강남대로 560, 삼익전자빌딩 1층 (논현동)",2024-11-25
드라마치과의원,치과의원,서울,강남구,"서울특별시 강남구 선릉로 667, 요현빌딩 4층 (논현동)",2012-11-14
드라큘라치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 신촌로 75, 2층 (창천동)",2018-02-21
